Image,whaleID,height,width,image_width,image_height,bboxx,bboxy,filename,x_1,y_1,x_2,y_2,bboxx_new,bboxy_new,width_new,height_new,x1_550,x2_550,y1_550,y2_550
w_3003.jpg,whale_54796,633.60672107,619.526571713,3072,2048,976.22368876,647.686870427,w_3003.jpg,1178.16151545,733.032901296,1341.5114656,1016.85343968,190.668689211,126.50134188,121.001283538,123.751312709,179.473873397,324.491822077,74.680545738,321.049927438
w_5033.jpg,whale_48415,735.17273946,996.04048572,5184,3456,1371.53193867,1197.62010783,w_5033.jpg,1519.53738784,1361.03688933,1998.48454636,1447.17846461,158.742122531,138.613438406,115.282463625,85.0894374375,82.020323956,346.48842637,122.719851117,187.164387565
w_6015.jpg,whale_09181,211.5,279.18,2464,1648,1171.71,757.17,w_6015.jpg,1388.39481555,869.18444666,1225.73080758,793.603190429,285.318993506,183.779126214,67.9821428571,51.3349514563,428.279778467,107.822709968,291.732603608,95.1856015884
w_6511.jpg,whale_86041,518.296781319,518.296781319,3072,2048,936.278056577,607.466120041,w_6511.jpg,1114.86340977,677.902293121,1092.40279163,922.927218345,182.866807925,118.645726571,101.229840101,101.229840101,189.804141024,165.969650009,75.2392502174,335.251879527
w_2935.jpg,whale_81818,371.53891134,537.54565896,3072,2048,861.65407098,992.08794411,w_2935.jpg,976.015952144,1161.82652044,1169.99401795,1100.57028913,168.291810738,193.767176584,104.989386516,72.5661936211,117.680745114,316.15306912,251.399203128,160.719798651
w_4664.jpg,whale_99573,562.540246183,825.502846469,3072,2048,971.963028907,1191.65330256,w_4664.jpg,1127.11465603,1498.73579262,1482.40079761,1341.5114656,189.836529083,232.744785656,161.231024701,109.871141833,104.013040275,340.726188757,300.875692165,147.156237517
w_5938.jpg,whale_47734,458.49482676,474.3049932,3072,2048,1134.37944207,612.64394955,w_5938.jpg,1427.27018943,902.508474576,1333.3439681,679.944167498,221.558484779,119.657021396,92.6376939844,89.5497708516,340.073595047,231.157554795,348.487380209,81.504283021
w_8430.jpg,whale_58010,488.11184438,492.805227499,3072,2048,1351.69433828,1041.93105243,w_8430.jpg,1682.50448654,1233.29212363,1525.28015952,1298.63210369,264.002800445,203.502158678,96.2510209959,95.3343446055,369.978761228,194.507043325,216.673021182,290.297518204
w_9105.jpg,whale_23525,649.084899442,645.756258932,3072,2048,878.761094629,975.291669417,w_9105.jpg,1043.39780658,1441.56331007,1290.46460618,1131.19840479,171.633026295,190.486654183,126.124269323,126.774394422,140.871718022,351.302105494,395.340918821,132.354215463
w_6365.jpg,whale_48490,669.056742501,625.784415872,5184,3456,2117.01536433,1028.54991758,w_6365.jpg,2284.47457627,1137.06879362,2511.888335,1323.13459621,245.024926427,119.04512935,72.428751837,77.4371229747,147.192890414,347.066144093,89.6603123178,242.616235073
w_2577.jpg,whale_02411,379.44399456,537.54565896,3072,2048,1624.49460171,968.37269445,w_2577.jpg,1743.76071785,1221.04087737,1921.40378863,1106.69591226,317.284101896,189.135291885,104.989386516,74.1101551875,122.535441817,304.294306949,366.780037499,201.038237096
w_8281.jpg,whale_80247,858.889110784,896.436175737,3072,2048,938.676623808,314.456668976,w_8281.jpg,1594.70388833,420.626121635,1229.20837488,583.976071785,183.335278088,61.4173181594,175.085190574,167.75177945,402.914505636,178.668164582,68.2793228636,172.882433387
w_3392.jpg,whale_08439,470.35245159,446.63720193,3072,2048,1569.15901917,620.54903277,w_3392.jpg,1772.34695912,951.513459621,1768.26321037,765.702891326,306.476370932,121.200982963,87.233828502,91.8657132012,250.406430617,245.377602291,387.650584525,170.375619301
w_9358.jpg,whale_48813,434.7795771,501.97278447,3072,2048,1482.20310375,723.31511463,w_9358.jpg,1582.45264207,998.476570289,1854.0219342,826.959122632,289.492793701,141.272483326,98.0415594668,84.9178861523,110.063642587,407.615851178,348.480291254,131.5092071
w_8357.jpg,whale_08181,446.037828334,589.169370262,3072,2048,1095.12272778,838.817408509,w_8357.jpg,1525.28015952,1120.9890329,1253.7108674,988.267198405,213.89115777,163.831525099,115.072142629,87.1167633465,401.67411899,148.159394354,348.947910262,185.291367397
w_2883.jpg,whale_78280,426.065985274,499.296076494,3072,2048,1135.0664139,742.28683372,w_2883.jpg,1455.85643071,831.042871386,1268.00398804,920.885343968,221.692658965,144.977897211,97.5187649402,83.2160127488,353.439662754,146.510651427,114.94364947,230.91948802
w_1087.jpg,whale_23847,408.324331356,516.272143094,3072,2048,2088.55548797,1013.77075371,w_1087.jpg,2470.66799601,1163.86839482,2166.42871386,1188.37088734,407.920993744,198.002100334,100.834402948,79.750845968,407.667546314,83.5524310192,203.21497099,236.219055859
w_9328.jpg,whale_29569,636.35919921,462.44736837,3072,2048,1723.30814196,592.8812415,w_9328.jpg,1958.15752742,704.44666002,1921.40378863,808.58225324,336.583621477,115.79711748,90.3217516348,124.288906096,279.678616265,235.966493076,97.1867195254,187.190252659
w_4469.jpg,whale_67685,558.6561,590.4657,3072,2048,1320.0984,815.121,w_4469.jpg,1751.92821535,1110.77966102,1451.77268195,957.639082752,257.83171875,159.203320313,115.325332031,109.112519531,402.327380646,122.74205779,291.196701443,140.428960703
w_3983.jpg,whale_49530,426.065985274,475.995592924,3072,2048,1860.71004507,1181.66738103,w_3983.jpg,2211.34995015,1290.46460618,1956.11565304,1392.55832502,363.419930678,230.794410357,92.967889243,83.2160127488,405.975339804,111.059030709,141.305655649,273.096381271
w_4441.jpg,whale_48386,476.54757,627.921504,3072,2048,1496.920014,745.656786,w_4441.jpg,1662.08574277,851.461615155,1866.27318046,922.927218345,292.367190234,145.636091016,122.64091875,93.0756972656,145.475442299,324.324374871,122.871024891,205.351944381
w_7702.jpg,whale_49491,752.27275525,1088.46544676,5184,3456,2240.1750632,1704.2639411,w_7702.jpg,2990.83549352,1826.20139581,2525.67098704,1929.57128614,259.279521204,197.252770961,125.979797079,87.0686059317,379.396077905,144.349132386,89.3436153662,164.919181921
w_1325.jpg,whale_39915,525.658909332,553.819208047,3072,2048,1079.47811738,628.913337951,w_1325.jpg,1333.3439681,679.944167498,1333.3439681,890.257228315,210.835569801,122.834636319,108.167814072,102.667755729,252.589979586,252.589979586,54.3494871231,274.401276213
w_7416.jpg,whale_38008,845.144186216,745.993192302,5184,3456,1392.83539069,578.380797829,w_7416.jpg,1674.59222333,668.458624128,1895.11465603,926.88334995,161.207799848,66.9422219709,86.3418046646,97.8176141454,208.347374259,370.932420928,58.868349427,227.045095502
w_4213.jpg,whale_50021,715.657709641,735.6295527,3072,2048,925.362061768,399.436861195,w_4213.jpg,1317.00897308,892.299102692,1221.04087737,522.719840479,180.734777689,78.0150119521,143.677647012,139.776896414,293.0890071,221.337603901,379.112112991,95.0816449635
w_869.jpg,whale_81875,880.547219876,1081.178232,5184,3456,2580.33773926,1114.61673402,w_869.jpg,2780.65004985,1388.60219342,3294.05383848,1326.58025922,298.650201303,129.006566437,125.136369444,101.915187486,102.071540243,363.242247707,171.519712937,132.780093937
w_9376.jpg,whale_10977,409.270266,577.463526,3072,2048,986.733792,989.537013,w_9376.jpg,1453.81455633,1161.82652044,1190.41276171,1090.36091725,192.72144375,193.268947852,112.785844922,79.9355988281,445.565813938,194.691117064,232.253828677,136.214401873
w_5075.jpg,whale_82548,881.41677903,762.84053073,5184,3456,1284.57602325,1750.97593323,w_5075.jpg,1564.33100698,2484.32303091,1664.2552343,2060.50648056,148.677780469,202.659251531,88.2917280937,102.015830906,202.115707842,274.160024855,458.214180407,193.754610045
w_1057.jpg,whale_36154,386.122299155,392.779580175,3072,2048,1710.92122212,1131.73777339,w_1057.jpg,1972.45064806,1374.18145563,1790.72382851,1223.08275174,334.164301195,221.042533865,76.7147617529,75.4145115537,367.503464332,113.035676806,346.392324114,131.164435641
w_4261.jpg,whale_85670,655.953714,709.214913,3072,2048,650.347272,585.873189,w_4261.jpg,755.493519442,667.692921236,1010.72781655,786.121635095,127.020951562,114.428357227,138.518537695,128.115959766,81.8107947669,279.746372314,69.3358474982,168.635220659
w_4974.jpg,whale_23367,446.037828334,416.080063745,3072,2048,1314.81300143,1398.02901418,w_4974.jpg,1449.73080758,1747.8444666,1506.90329013,1525.28015952,256.799414342,273.052541832,81.2656374502,87.1167633465,179.417258056,254.991331756,431.385959681,156.946526256
w_2469.jpg,whale_98645,389.55079888,488.11184438,3072,2048,1145.18548105,863.582493903,w_2469.jpg,1298.63210369,967.848454636,1488.52642074,1074.02592223,223.669039268,168.66845584,95.3343446055,76.0841404063,173.111261286,387.082455758,148.033710149,297.943830587
w_3807.jpg,whale_87155,668.770040412,869.401052536,5184,3456,1237.22457476,2262.67197006,w_3807.jpg,1488.52642074,2622.14955135,1946.7996012,2577.3559322,143.197288745,261.883329868,100.625121821,77.4039398625,159.120501411,449.033020516,296.188885974,259.350377901
w_1264.jpg,whale_48813,334.0008,463.2273,3072,2048,1262.4435,1264.4316,w_1264.jpg,1321.09272183,1468.10767697,1559.99202393,1361.93020937,246.570996094,246.959296875,90.4740820313,65.23453125,70.162093224,353.812508808,336.104651047,161.261934563
w_6066.jpg,whale_59173,616.59649116,691.69478175,3072,2048,1165.99977495,841.89136293,w_6066.jpg,1376.22333001,1174.0777667,1527.3220339,1018.89531406,227.734331045,164.431906822,135.096637061,120.42900218,167.953893206,288.099786066,297.103169271,158.681445866
w_6052.jpg,whale_82548,515.939279043,602.483932302,3072,2048,562.540246183,1401.35765469,w_6052.jpg,1043.39780658,1496.69391825,704.44666002,1553.8664008,109.871141833,273.702666932,117.672643028,100.769390438,439.461999604,130.03776335,102.011335782,162.958169411
w_5811.jpg,whale_38008,577.07107506,628.45411599,3072,2048,905.13202869,600.78632472,w_5811.jpg,1027.06281157,745.284147557,1339.46959123,873.9222333,176.783599354,117.341079047,122.744944529,112.709194348,106.824897244,380.231856386,138.468699281,261.072222862
w_3444.jpg,whale_74683,818.845565449,872.103813609,5184,3456,1211.62514562,1654.33433345,w_3444.jpg,1402.38484546,1760.7337986,1757.28813559,2008.82153539,140.234391854,191.473881186,100.93794139,94.7737922973,120.698549141,344.521454769,71.6906724625,238.325580181
w_8582.jpg,whale_76782,472.666952414,492.638795474,3072,2048,1041.86447962,1008.57807452,w_8582.jpg,1247.58524427,1343.55333998,1294.54835494,1153.65902293,203.489156176,196.98790518,96.218514741,92.3177641434,230.639335335,283.070672668,390.45322726,169.490297983
w_8962.jpg,whale_73592,505.92532608,667.97953209,3072,2048,1375.48448028,671.9320737,w_8962.jpg,1862.1894317,826.959122632,1617.16450648,835.12662014,268.649312555,131.236733145,130.464752361,98.81354025,401.14131431,199.393053478,169.545806517,178.424831539
w_6326.jpg,whale_00195,309.844648681,418.750441039,3072,2048,1441.85133545,806.82319409,w_6326.jpg,1586.53639083,865.754735793,1653.91824526,1006.6440678,281.611588955,157.582655096,81.7871955154,60.5165329455,191.152073196,279.653520131,106.069621748,356.159894191
w_2989.jpg,whale_43971,999.690604355,1051.31781866,5184,3456,2008.76797495,1492.49583185,w_2989.jpg,2725.51944167,2232.78963111,2439.52941176,1722.83150548,232.496293397,172.742573131,121.680303086,115.70493106,375.372400157,225.755877296,407.560394522,126.996620215
w_5587.jpg,whale_79439,306.234926916,366.150456095,3072,2048,1444.62998132,1021.89263656,w_5587.jpg,1727.42572283,1082.19341974,1606.9551346,1153.65902293,282.154293227,199.588405578,71.5137609561,59.8115091633,425.737958158,244.777310906,109.903795743,238.256502438
w_7405.jpg,whale_33152,515.385158202,631.960372557,3504,2336,1084.45627038,1079.85461719,w_7405.jpg,1574.41276171,1141.21635095,1234.37686939,1276.29910269,185.694566846,184.906612533,108.212392561,88.2508832538,426.81001951,130.874152488,66.3949911594,210.550313203
w_527.jpg,whale_53079,599.889294,574.660305,3072,2048,1101.665853,947.488698,w_527.jpg,1423.18644068,1370.09770688,1439.52143569,1065.85842473,215.169111914,185.056386328,112.23834082,117.165877734,308.360505906,323.994519909,387.911138124,108.973662733
w_2302.jpg,whale_52505,769.714831522,929.28985757,5184,3456,2309.14449457,2004.07459183,w_2302.jpg,2670.3888335,2308.59421735,3104.54237288,2198.333001,267.262094279,231.953077758,107.556696478,89.0873647595,213.887902473,470.841580288,217.647903719,138.860713309
w_3403.jpg,whale_77693,499.296076494,525.925200573,3072,2048,1937.26877679,785.55916035,w_3403.jpg,2005.12063809,826.959122632,2154.1774676,1002.56031904,378.372807967,153.429523506,102.719765737,97.5187649402,71.2389345646,227.119002949,46.220105733,239.653746755
w_7462.jpg,whale_97882,525.925200573,426.065985274,3072,2048,1374.72853061,932.019342788,w_7462.jpg,1608.99700897,1272.08773679,1490.56829511,1035.23030907,268.501666135,182.035027888,83.2160127488,102.719765737,303.352906359,150.47566463,355.65562371,107.955789011
w_3777.jpg,whale_78280,308.35431,412.073487,3072,2048,1704.358368,770.885775,w_3777.jpg,1998.99501496,841.25224327,1874.44067797,873.9222333,332.88249375,150.56362793,80.4831029297,60.2254511719,393.733795904,227.489454772,127.089949865,185.362183895
w_4895.jpg,whale_95370,427.097863833,445.871396309,3072,2048,1065.39796802,830.72881207,w_4895.jpg,1247.58524427,1159.78464606,1308.84147557,927.010967099,208.085540629,162.251721107,87.0842570916,83.4175515299,225.226119414,300.788103192,424.68382704,124.926946311
w_6563.jpg,whale_94176,674.343124082,819.243299505,5184,3456,2140.06412932,2056.46787427,w_6563.jpg,2360.27916251,2573.91026919,2563.57328016,2205.22432702,247.69260756,238.017115078,94.8198263316,78.0489726947,147.884687557,284.366444289,422.41203014,121.708633083
w_6882.jpg,whale_63541,451.318581,560.6442,3072,2048,1138.107726,762.476112,w_6882.jpg,1506.90329013,1043.39780658,1335.38584247,847.377866401,222.286665234,148.921115625,109.500820312,88.1481603516,361.899417797,193.638342033,342.925818113,104.045852525
w_4706.jpg,whale_70904,423.286371,442.908918,3072,2048,1269.859113,972.717687,w_4706.jpg,1447.6889332,1251.66899302,1484.44267198,1071.98404786,248.019358008,189.983923242,86.5056480469,82.6731193359,221.894184709,267.534621168,363.389791638,129.91494669
w_2578.jpg,whale_28892,370.777266404,417.711097594,3072,2048,1126.41194857,901.129558856,w_2578.jpg,1196.53838485,1057.69092722,1421.1445663,1059.7328016,220.002333705,176.001866964,81.5841987488,72.4174348445,92.8778571864,388.616707576,232.430674099,235.459529994
w_9406.jpg,whale_16738,774.408214641,849.502344546,5184,3456,2313.83787769,1506.57598121,w_9406.jpg,2808.21535394,1609.12462612,2584.24725823,1822.7557328,267.805309918,174.372220047,98.3220306188,89.6305803983,320.621180643,175.61575078,73.2411450365,224.966173843
w_4071.jpg,whale_05487,290.98975338,295.683136499,3072,2048,1506.57598121,1154.57224728,w_4071.jpg,1653.91824526,1374.18145563,1639.62512463,1243.50149551,294.25312133,225.502392047,57.7506125975,56.833936207,275.142626855,248.556002945,416.165171419,169.166858828
w_2212.jpg,whale_83892,482.21007642,426.87449388,3072,2048,1241.09806554,1379.43702189,w_2212.jpg,1412.97706879,1674.33698903,1482.40079761,1476.27517448,242.401965926,269.421293338,83.3739245859,94.1816555508,221.581259107,311.029214884,336.855971929,110.950286152
w_8153.jpg,whale_08017,436.484630071,516.272143094,3072,2048,1633.29732543,924.596474451,w_8153.jpg,1996.95314058,1086.27716849,1721.3000997,1096.48654038,319.003383873,180.585248916,100.834402948,85.2509043107,387.730056709,94.0687106299,204.480150091,217.344645546
w_3648.jpg,whale_57251,456.023749864,459.352390374,3072,2048,1564.46103968,971.963028907,w_3648.jpg,1666.16949153,1257.79461615,1886.69192423,1035.23030907,305.558796813,189.836529083,89.7172637449,89.0671386453,122.331398549,386.371252323,345.896543611,77.4667328161
w_5084.jpg,whale_72820,463.2273,465.2154,3072,2048,1169.0028,916.5141,w_5084.jpg,1261.87836491,1180.20338983,1470.14955135,1012.76969093,228.320859375,179.006660156,90.8623828125,90.4740820313,109.805265906,356.033470179,313.694517587,114.896790434
w_1654.jpg,whale_98996,423.286371,428.892813,3072,2048,1297.891323,838.163079,w_1654.jpg,1435.43768694,880.047856431,1521.19641077,982.141575274,253.494399023,163.703726367,83.7681275391,82.6731193359,177.528570098,287.503129421,54.6351657447,187.29132765
w_6801.jpg,whale_12820,1065.39796802,985.610454998,5184,3456,2534.42688428,544.432441809,w_6801.jpg,3211.35792622,682.241276171,2815.10667996,1116.39481555,293.33644494,63.0130140983,114.075284143,123.309950002,377.985904605,156.865902948,71.3655405551,295.492537063
w_6612.jpg,whale_66852,387.34907778,581.02361667,3072,2048,1320.14889774,565.21345023,w_6612.jpg,1743.76071785,728.949152542,1543.65702891,718.739780658,257.84158159,110.393251998,113.481175131,75.6541167539,401.134115947,211.714915489,232.792690291,218.29632291
w_5032.jpg,whale_27085,508.9536,729.6327,3072,2048,1590.48,984.1095,w_5032.jpg,1715.17447657,1149.57527418,2050.04187438,1135.28215354,310.640625,192.208886719,142.506386719,99.405,94.3570129375,346.781374942,178.928689765,163.482848824
