Image,whaleID,height,width,image_width,image_height,bboxx,bboxy,filename,x_1,y_1,x_2,y_2
w_6695.jpg,whale_03227,296.2269,429.4296,3072,2048,1288.2888,1039.7763,w_6695.jpg,1608.99700897,1172.03589232,1310.88334995,1108.73778664
w_1052.jpg,whale_24815,427.097863833,520.965526213,3072,2048,1088.86488362,286.296370261,w_1052.jpg,1506.90329013,590.101694915,1310.88334995,404.29112662
w_7212.jpg,whale_36231,505.92532608,620.54903277,3072,2048,1418.96243799,553.3558254,w_7212.jpg,1882.60817547,749.367896311,1653.91824526,826.959122632
w_735.jpg,whale_89615,259.633959777,366.150456095,3072,2048,1351.42804704,1135.0664139,w_735.jpg,1443.60518445,1178.16151545,1559.99202393,1212.87337986
w_3805.jpg,whale_64989,709.000428621,832.160127489,3072,2048,1015.23535554,1135.0664139,w_3805.jpg,1251.66899302,1627.37387836,1517.11266201,1410.93519442
w_707.jpg,whale_52342,580.74153578,611.431129134,3072,2048,1303.12734858,823.897544663,w_707.jpg,1370.09770688,1229.20837488,1519.15453639,1010.72781655
w_9271.jpg,whale_63948,605.812572812,549.225684143,3072,2048,1028.54991758,1288.18387735,w_9271.jpg,1176.11964108,1743.76071785,1417.06081755,1423.18644068
w_7097.jpg,whale_80947,203.624189512,319.368465656,3072,2048,1516.46435874,920.595677848,w_7097.jpg,1715.17447657,965.806580259,1568.15952144,998.476570289
w_3779.jpg,whale_80247,1060.7045849,1065.39796802,5184,3456,1393.93478635,1750.6319034,w_3779.jpg,1653.91824526,2467.09471585,2046.72382851,2081.18045862
w_5312.jpg,whale_11076,540.608990624,542.969728575,3072,2048,982.066987335,245.516746834,w_5312.jpg,1284.33898305,312.406779661,1200.6221336,616.646061815
w_6038.jpg,whale_70138,648.21682404,964.42015284,5184,3456,2082.98942847,1312.24381452,w_6038.jpg,2298.25722832,1433.39581256,2684.17148554,1281.78664008
w_5859.jpg,whale_11242,844.808961427,680.540552261,5184,3456,2590.74748171,1417.40170195,w_5859.jpg,2990.83549352,1977.8105683,2880.57427717,1602.2333001
w_6731.jpg,whale_07863,802.568513356,755.634682165,5184,3456,2454.63937126,1788.17896835,w_6731.jpg,2866.79162512,2281.02891326,2842.67198405,1953.69092722
w_4144.jpg,whale_36300,366.083883285,413.017714475,3072,2048,1483.10906562,1112.33179921,w_4144.jpg,1770.30508475,1208.78963111,1723.34197408,1288.4227318
w_4817.jpg,whale_64634,490.563675,431.696034,3072,2048,1494.116793,863.392068,w_4817.jpg,1800.9332004,929.052841476,1653.91824526,1102.61216351
w_2319.jpg,whale_22448,571.298583978,623.234818886,3072,2048,1860.26150486,823.897544663,w_2319.jpg,2235.85244267,945.387836491,2076.58624128,1133.24027916
w_446.jpg,whale_68116,479.229803916,495.754969568,3072,2048,1135.51495411,797.92942721,w_446.jpg,1241.45962114,1110.77966102,1396.64207378,894.340977069
w_8673.jpg,whale_30331,529.495448586,639.630501891,3072,2048,703.169955722,478.663885521,w_8673.jpg,837.168494516,826.959122632,1047.48155533,645.232303091
w_5770.jpg,whale_88147,960.46761123,1122.52181724,5184,3456,2142.27755262,794.46086361,w_5770.jpg,3018.40079761,1292.12362911,2577.3559322,1092.27517448
w_133.jpg,whale_64006,539.73905869,497.498610618,3072,2048,1309.45389021,718.087617213,w_133.jpg,1649.83449651,1149.57527418,1545.69890329,908.634097707
w_3003.jpg,whale_54796,633.60672107,619.526571713,3072,2048,976.22368876,647.686870427,w_3003.jpg,1178.16151545,733.032901296,1341.5114656,1016.85343968
w_5033.jpg,whale_48415,735.17273946,996.04048572,5184,3456,1371.53193867,1197.62010783,w_5033.jpg,1519.53738784,1361.03688933,1998.48454636,1447.17846461
w_6015.jpg,whale_09181,211.5,279.18,2464,1648,1171.71,757.17,w_6015.jpg,1388.39481555,869.18444666,1225.73080758,793.603190429
w_6511.jpg,whale_86041,518.296781319,518.296781319,3072,2048,936.278056577,607.466120041,w_6511.jpg,1114.86340977,677.902293121,1092.40279163,922.927218345
w_2935.jpg,whale_81818,371.53891134,537.54565896,3072,2048,861.65407098,992.08794411,w_2935.jpg,976.015952144,1161.82652044,1169.99401795,1100.57028913
w_4664.jpg,whale_99573,562.540246183,825.502846469,3072,2048,971.963028907,1191.65330256,w_4664.jpg,1127.11465603,1498.73579262,1482.40079761,1341.5114656
w_5938.jpg,whale_47734,458.49482676,474.3049932,3072,2048,1134.37944207,612.64394955,w_5938.jpg,1427.27018943,902.508474576,1333.3439681,679.944167498
w_8430.jpg,whale_58010,488.11184438,492.805227499,3072,2048,1351.69433828,1041.93105243,w_8430.jpg,1682.50448654,1233.29212363,1525.28015952,1298.63210369
w_9105.jpg,whale_23525,649.084899442,645.756258932,3072,2048,878.761094629,975.291669417,w_9105.jpg,1043.39780658,1441.56331007,1290.46460618,1131.19840479
w_6365.jpg,whale_48490,669.056742501,625.784415872,5184,3456,2117.01536433,1028.54991758,w_6365.jpg,2284.47457627,1137.06879362,2511.888335,1323.13459621
w_2577.jpg,whale_02411,379.44399456,537.54565896,3072,2048,1624.49460171,968.37269445,w_2577.jpg,1743.76071785,1221.04087737,1921.40378863,1106.69591226
w_8281.jpg,whale_80247,858.889110784,896.436175737,3072,2048,938.676623808,314.456668976,w_8281.jpg,1594.70388833,420.626121635,1229.20837488,583.976071785
w_3392.jpg,whale_08439,470.35245159,446.63720193,3072,2048,1569.15901917,620.54903277,w_3392.jpg,1772.34695912,951.513459621,1768.26321037,765.702891326
w_9358.jpg,whale_48813,434.7795771,501.97278447,3072,2048,1482.20310375,723.31511463,w_9358.jpg,1582.45264207,998.476570289,1854.0219342,826.959122632
w_8357.jpg,whale_08181,446.037828334,589.169370262,3072,2048,1095.12272778,838.817408509,w_8357.jpg,1525.28015952,1120.9890329,1253.7108674,988.267198405
w_2883.jpg,whale_78280,426.065985274,499.296076494,3072,2048,1135.0664139,742.28683372,w_2883.jpg,1455.85643071,831.042871386,1268.00398804,920.885343968
w_1087.jpg,whale_23847,408.324331356,516.272143094,3072,2048,2088.55548797,1013.77075371,w_1087.jpg,2470.66799601,1163.86839482,2166.42871386,1188.37088734
w_9328.jpg,whale_29569,636.35919921,462.44736837,3072,2048,1723.30814196,592.8812415,w_9328.jpg,1958.15752742,704.44666002,1921.40378863,808.58225324
w_4469.jpg,whale_67685,558.6561,590.4657,3072,2048,1320.0984,815.121,w_4469.jpg,1751.92821535,1110.77966102,1451.77268195,957.639082752
w_3983.jpg,whale_49530,426.065985274,475.995592924,3072,2048,1860.71004507,1181.66738103,w_3983.jpg,2211.34995015,1290.46460618,1956.11565304,1392.55832502
w_4441.jpg,whale_48386,476.54757,627.921504,3072,2048,1496.920014,745.656786,w_4441.jpg,1662.08574277,851.461615155,1866.27318046,922.927218345
w_7702.jpg,whale_49491,752.27275525,1088.46544676,5184,3456,2240.1750632,1704.2639411,w_7702.jpg,2990.83549352,1826.20139581,2525.67098704,1929.57128614
w_1325.jpg,whale_39915,525.658909332,553.819208047,3072,2048,1079.47811738,628.913337951,w_1325.jpg,1333.3439681,679.944167498,1333.3439681,890.257228315
w_7416.jpg,whale_38008,845.144186216,745.993192302,5184,3456,1392.83539069,578.380797829,w_7416.jpg,1674.59222333,668.458624128,1895.11465603,926.88334995
w_4213.jpg,whale_50021,715.657709641,735.6295527,3072,2048,925.362061768,399.436861195,w_4213.jpg,1317.00897308,892.299102692,1221.04087737,522.719840479
w_869.jpg,whale_81875,880.547219876,1081.178232,5184,3456,2580.33773926,1114.61673402,w_869.jpg,2780.65004985,1388.60219342,3294.05383848,1326.58025922
w_9376.jpg,whale_10977,409.270266,577.463526,3072,2048,986.733792,989.537013,w_9376.jpg,1453.81455633,1161.82652044,1190.41276171,1090.36091725
w_5075.jpg,whale_82548,881.41677903,762.84053073,5184,3456,1284.57602325,1750.97593323,w_5075.jpg,1564.33100698,2484.32303091,1664.2552343,2060.50648056
w_1057.jpg,whale_36154,386.122299155,392.779580175,3072,2048,1710.92122212,1131.73777339,w_1057.jpg,1972.45064806,1374.18145563,1790.72382851,1223.08275174
w_4261.jpg,whale_85670,655.953714,709.214913,3072,2048,650.347272,585.873189,w_4261.jpg,755.493519442,667.692921236,1010.72781655,786.121635095
w_4974.jpg,whale_23367,446.037828334,416.080063745,3072,2048,1314.81300143,1398.02901418,w_4974.jpg,1449.73080758,1747.8444666,1506.90329013,1525.28015952
w_2469.jpg,whale_98645,389.55079888,488.11184438,3072,2048,1145.18548105,863.582493903,w_2469.jpg,1298.63210369,967.848454636,1488.52642074,1074.02592223
w_3807.jpg,whale_87155,668.770040412,869.401052536,5184,3456,1237.22457476,2262.67197006,w_3807.jpg,1488.52642074,2622.14955135,1946.7996012,2577.3559322
w_1264.jpg,whale_48813,334.0008,463.2273,3072,2048,1262.4435,1264.4316,w_1264.jpg,1321.09272183,1468.10767697,1559.99202393,1361.93020937
w_6066.jpg,whale_59173,616.59649116,691.69478175,3072,2048,1165.99977495,841.89136293,w_6066.jpg,1376.22333001,1174.0777667,1527.3220339,1018.89531406
w_6052.jpg,whale_82548,515.939279043,602.483932302,3072,2048,562.540246183,1401.35765469,w_6052.jpg,1043.39780658,1496.69391825,704.44666002,1553.8664008
w_5811.jpg,whale_38008,577.07107506,628.45411599,3072,2048,905.13202869,600.78632472,w_5811.jpg,1027.06281157,745.284147557,1339.46959123,873.9222333
w_3444.jpg,whale_74683,818.845565449,872.103813609,5184,3456,1211.62514562,1654.33433345,w_3444.jpg,1402.38484546,1760.7337986,1757.28813559,2008.82153539
w_8582.jpg,whale_76782,472.666952414,492.638795474,3072,2048,1041.86447962,1008.57807452,w_8582.jpg,1247.58524427,1343.55333998,1294.54835494,1153.65902293
w_8962.jpg,whale_73592,505.92532608,667.97953209,3072,2048,1375.48448028,671.9320737,w_8962.jpg,1862.1894317,826.959122632,1617.16450648,835.12662014
w_6326.jpg,whale_00195,309.844648681,418.750441039,3072,2048,1441.85133545,806.82319409,w_6326.jpg,1586.53639083,865.754735793,1653.91824526,1006.6440678
w_2989.jpg,whale_43971,999.690604355,1051.31781866,5184,3456,2008.76797495,1492.49583185,w_2989.jpg,2725.51944167,2232.78963111,2439.52941176,1722.83150548
w_5587.jpg,whale_79439,306.234926916,366.150456095,3072,2048,1444.62998132,1021.89263656,w_5587.jpg,1727.42572283,1082.19341974,1606.9551346,1153.65902293
w_7405.jpg,whale_33152,515.385158202,631.960372557,3504,2336,1084.45627038,1079.85461719,w_7405.jpg,1574.41276171,1141.21635095,1234.37686939,1276.29910269
w_527.jpg,whale_53079,599.889294,574.660305,3072,2048,1101.665853,947.488698,w_527.jpg,1423.18644068,1370.09770688,1439.52143569,1065.85842473
w_2302.jpg,whale_52505,769.714831522,929.28985757,5184,3456,2309.14449457,2004.07459183,w_2302.jpg,2670.3888335,2308.59421735,3104.54237288,2198.333001
w_3403.jpg,whale_77693,499.296076494,525.925200573,3072,2048,1937.26877679,785.55916035,w_3403.jpg,2005.12063809,826.959122632,2154.1774676,1002.56031904
w_7462.jpg,whale_97882,525.925200573,426.065985274,3072,2048,1374.72853061,932.019342788,w_7462.jpg,1608.99700897,1272.08773679,1490.56829511,1035.23030907
w_3777.jpg,whale_78280,308.35431,412.073487,3072,2048,1704.358368,770.885775,w_3777.jpg,1998.99501496,841.25224327,1874.44067797,873.9222333
w_4895.jpg,whale_95370,427.097863833,445.871396309,3072,2048,1065.39796802,830.72881207,w_4895.jpg,1247.58524427,1159.78464606,1308.84147557,927.010967099
w_6563.jpg,whale_94176,674.343124082,819.243299505,5184,3456,2140.06412932,2056.46787427,w_6563.jpg,2360.27916251,2573.91026919,2563.57328016,2205.22432702
w_6882.jpg,whale_63541,451.318581,560.6442,3072,2048,1138.107726,762.476112,w_6882.jpg,1506.90329013,1043.39780658,1335.38584247,847.377866401
w_4706.jpg,whale_70904,423.286371,442.908918,3072,2048,1269.859113,972.717687,w_4706.jpg,1447.6889332,1251.66899302,1484.44267198,1071.98404786
w_2578.jpg,whale_28892,370.777266404,417.711097594,3072,2048,1126.41194857,901.129558856,w_2578.jpg,1196.53838485,1057.69092722,1421.1445663,1059.7328016
w_9406.jpg,whale_16738,774.408214641,849.502344546,5184,3456,2313.83787769,1506.57598121,w_9406.jpg,2808.21535394,1609.12462612,2584.24725823,1822.7557328
w_4071.jpg,whale_05487,290.98975338,295.683136499,3072,2048,1506.57598121,1154.57224728,w_4071.jpg,1653.91824526,1374.18145563,1639.62512463,1243.50149551
w_2212.jpg,whale_83892,482.21007642,426.87449388,3072,2048,1241.09806554,1379.43702189,w_2212.jpg,1412.97706879,1674.33698903,1482.40079761,1476.27517448
w_8153.jpg,whale_08017,436.484630071,516.272143094,3072,2048,1633.29732543,924.596474451,w_8153.jpg,1996.95314058,1086.27716849,1721.3000997,1096.48654038
w_3648.jpg,whale_57251,456.023749864,459.352390374,3072,2048,1564.46103968,971.963028907,w_3648.jpg,1666.16949153,1257.79461615,1886.69192423,1035.23030907
w_5084.jpg,whale_72820,463.2273,465.2154,3072,2048,1169.0028,916.5141,w_5084.jpg,1261.87836491,1180.20338983,1470.14955135,1012.76969093
w_1654.jpg,whale_98996,423.286371,428.892813,3072,2048,1297.891323,838.163079,w_1654.jpg,1435.43768694,880.047856431,1521.19641077,982.141575274
w_6801.jpg,whale_12820,1065.39796802,985.610454998,5184,3456,2534.42688428,544.432441809,w_6801.jpg,3211.35792622,682.241276171,2815.10667996,1116.39481555
w_6612.jpg,whale_66852,387.34907778,581.02361667,3072,2048,1320.14889774,565.21345023,w_6612.jpg,1743.76071785,728.949152542,1543.65702891,718.739780658
w_5032.jpg,whale_27085,508.9536,729.6327,3072,2048,1590.48,984.1095,w_5032.jpg,1715.17447657,1149.57527418,2050.04187438,1135.28215354
w_1115.jpg,whale_90820,373.364938243,470.473307831,3072,2048,1166.97471729,602.741604338,w_1115.jpg,1231.25024925,718.739780658,1500.7611336,735.870445344
w_7935.jpg,whale_23821,574.5609,514.9179,3072,2048,1105.3836,904.5855,w_7935.jpg,1484.44267198,1308.84147557,1382.34895314,1055.64905284
w_2185.jpg,whale_06339,569.197527203,629.113056382,3072,2048,892.075656668,552.554324653,w_2185.jpg,1210.83150548,618.687936191,1169.10121457,870.607287449
w_6303.jpg,whale_83791,625.784415872,585.840729752,3072,2048,961.977107378,932.019342788,w_6303.jpg,1094.444666,1069.94217348,1402.76769691,1208.78963111
w_4961.jpg,whale_37154,529.64057574,703.55240658,5184,3456,2814.20962632,1355.72177223,w_4961.jpg,3366.41276171,1553.99401795,3025.29212363,1522.98305085
w_4435.jpg,whale_87622,898.732937688,1181.66738103,5184,3456,1514.53143203,1378.05717112,w_4435.jpg,1805.52741775,1540.2113659,2343.05084746,1740.05982054
w_112.jpg,whale_40169,412.073487,392.45094,3072,2048,1412.823384,840.9663,w_112.jpg,1584.49451645,908.634097707,1559.99202393,988.267198405
w_7622.jpg,whale_15079,533.59311735,731.22019785,3072,2048,1110.66419241,359.68128651,w_7622.jpg,1186.32901296,539.054835494,1508.94516451,557.431704885
w_6262.jpg,whale_52749,580.74153578,741.271716402,3072,2048,1416.44277019,793.207951309,w_6262.jpg,1521.19641077,1169.99401795,1823.39381854,1000.51844467
w_8756.jpg,whale_11708,329.535410486,402.765501705,3072,2048,1058.50768217,509.281998023,w_8756.jpg,1118.94715852,618.687936191,1304.75772682,622.771684945
w_4277.jpg,whale_82064,343.9413,367.7985,3072,2048,1196.8362,926.4546,w_4277.jpg,1257.79461615,1147.5333998,1359.888335,1022.97906281
w_1683.jpg,whale_90820,765.021448403,577.286123642,3072,2048,938.676623808,183.041941643,w_1683.jpg,1108.73778664,375.704885344,1278.21335992,612.562313061
w_1477.jpg,whale_60729,521.5206958,503.114083007,3072,2048,1536.95216821,590.545493773,w_1477.jpg,1629.41575274,741.200398804,1980.61814556,867.796610169
w_4236.jpg,whale_17604,446.63720193,636.35919921,3072,2048,996.04048572,549.40328379,w_4236.jpg,1472.19142572,684.027916251,1163.86839482,788.163509472
w_2078.jpg,whale_37154,300.39316236,332.01349524,3072,2048,1845.83693187,861.65407098,w_2078.jpg,1882.60817547,1065.85842473,2001.03688933,969.890329013
w_353.jpg,whale_28263,818.845565449,762.25867678,3072,2048,1145.05233543,589.169370262,w_353.jpg,1651.87637089,1298.63210369,1553.8664008,922.927218345
w_3326.jpg,whale_19906,1070.09135114,1379.854637,5184,3456,1544.12304616,2224.66359842,w_3326.jpg,1753.84247258,2952.9332004,2253.46360917,2573.91026919
w_4561.jpg,whale_34656,882.356026379,985.610454998,5184,3456,3125.79315728,938.676623808,w_4561.jpg,3180.34695912,1409.27617149,3645.5114656,1181.86241276
w_8024.jpg,whale_61461,453.261686462,406.046927456,3072,2048,1215.78004442,439.09725876,w_8024.jpg,1510.98703888,522.719840479,1410.93519442,659.525423729
w_7828.jpg,whale_96385,669.056742501,565.868886693,3072,2048,1574.44696121,1045.19312013,w_7828.jpg,1856.06380857,1553.8664008,1876.48255234,1212.87337986
w_1766.jpg,whale_73684,426.065985274,585.840729752,3072,2048,1214.95378613,822.174205959,w_1766.jpg,1368.0558325,943.345962114,1559.99202393,1025.02093719
w_1992.jpg,whale_68116,570.5847,608.3586,3072,2048,1337.9913,763.4304,w_1992.jpg,1711.09072782,1120.9890329,1580.4107677,863.712861416
w_4436.jpg,whale_23118,565.868886693,595.826651282,3072,2048,1617.71928784,1208.29650511,w_4436.jpg,1851.98005982,1637.58325025,1854.0219342,1388.47457627
w_7392.jpg,whale_81875,384.542773237,367.823522227,3072,2048,1187.06682173,869.401052536,w_7392.jpg,1349.67896311,1112.82153539,1337.42771685,922.927218345
w_3237.jpg,whale_11076,514.640873171,665.728101991,3072,2048,1246.46963777,623.234818886,w_3237.jpg,1694.7557328,761.619142572,1400.72582253,847.377866401
w_354.jpg,whale_34656,487.775239013,385.004984252,3072,2048,1852.93235449,949.474443235,w_354.jpg,2133.75872383,1268.00398804,1911.19441675,1086.27716849
w_2133.jpg,whale_87291,578.5371,558.6561,3072,2048,1268.4078,475.1559,w_2133.jpg,1382.34895314,561.515453639,1604.91326022,743.24227318
w_8556.jpg,whale_87604,699.59986497,940.70490318,5184,3456,2015.7962211,1513.82343663,w_8556.jpg,2853.00897308,1777.96211366,2198.333001,1736.61415753
w_7218.jpg,whale_72820,395.254161,454.54228515,3072,2048,1391.29464672,118.5762483,w_7218.jpg,1578.36889332,443.086739781,1582.45264207,283.820538385
w_8157.jpg,whale_37654,342.849972526,369.479096605,3072,2048,1351.42804704,1138.39505441,w_8157.jpg,1549.78265204,1353.76271186,1559.99202393,1212.87337986
w_8666.jpg,whale_39689,933.983240689,713.394234094,5184,3456,2299.75772833,1699.00468909,w_8666.jpg,2766.86739781,1774.51645065,2577.3559322,2105.3000997
w_3159.jpg,whale_26288,479.285195629,551.73528334,3072,2048,1387.69783385,1543.74417662,w_3159.jpg,1566.11764706,1941.8225324,1778.47258225,1670.25324028
w_6141.jpg,whale_11076,779.295438,703.608471,3072,2048,1168.943157,529.808769,w_6141.jpg,1637.58325025,620.729810568,1398.68394816,829.000997009
w_5262.jpg,whale_37658,248.5125,337.977,3072,2048,1465.2297,1198.8243,w_5262.jpg,1753.97008973,1327.21834497,1619.20638086,1294.54835494
w_1953.jpg,whale_87291,345.531187546,312.092685526,3072,2048,1253.94382577,830.389466845,w_1953.jpg,1370.09770688,906.59222333,1415.01894317,1031.14656032
w_4488.jpg,whale_55550,384.041277,585.873189,3072,2048,1642.687506,574.660305,w_4488.jpg,2121.50747757,704.44666002,1880.5663011,698.321036889
w_3144.jpg,whale_36300,149.1075,194.8338,3072,2048,1312.146,813.1329,w_3144.jpg,1464.02392822,894.340977069,1355.80458624,843.294117647
w_3875.jpg,whale_69459,412.751423235,542.568403123,3072,2048,1115.09457084,585.840729752,w_3875.jpg,1502.81954138,829.000997009,1216.95712861,726.907278166
w_2462.jpg,whale_43971,499.296076494,502.624717003,3072,2048,1874.02460711,1171.6814595,w_2462.jpg,2219.51744766,1284.33898305,1929.57128614,1484.44267198
w_3239.jpg,whale_90929,541.49820057,501.97278447,3072,2048,1162.04723334,612.64394955,w_3239.jpg,1286.38085743,1029.10468594,1357.84646062,790.205383848
w_142.jpg,whale_35594,552.554324653,635.770337402,3072,2048,1950.58333883,699.014507091,w_142.jpg,2458.41674975,839.210368893,2109.25623131,918.843469591
w_3770.jpg,whale_41125,615.798494342,532.582481593,3072,2048,1484.57366744,316.220848446,w_3770.jpg,1807.05882353,410.416749751,1721.3000997,622.771684945
w_3415.jpg,whale_79823,436.051906804,718.986350151,3072,2048,935.347983298,432.723266294,w_3415.jpg,1063.81655035,504.342971087,1339.46959123,573.7666999
w_5177.jpg,whale_79439,409.5486,433.4058,3072,2048,1658.0754,695.835,w_5177.jpg,2021.4556331,929.052841476,1823.39381854,822.875373878
w_7852.jpg,whale_46974,326.206769976,409.422782725,3072,2048,1677.63481702,748.94411474,w_7852.jpg,1788.68195414,943.345962114,1964.28315055,896.382851446
w_3131.jpg,whale_35844,488.11184438,591.366272999,3072,2048,1271.90682526,605.446422356,w_3131.jpg,1382.34895314,963.764705882,1533.44765703,724.865403789
w_1617.jpg,whale_03623,980.917071879,1318.84065645,5184,3456,1675.5377735,1379.854637,w_1617.jpg,2088.07178465,1743.50548355,2529.11665005,1622.90727817
w_9126.jpg,whale_18989,600.753039237,680.540552261,3072,2048,1070.09135114,938.676623808,w_9126.jpg,1257.79461615,1261.87836491,1492.61016949,982.141575274
w_6867.jpg,whale_47700,512.318616511,628.20020834,3072,2048,1235.05380766,500.120554213,w_6867.jpg,1580.4107677,859.629112662,1529.36390828,596.227318046
w_8868.jpg,whale_37269,529.64057574,565.21345023,3072,2048,1415.00989638,1371.53193867,w_8868.jpg,1817.26819541,1768.26321037,1645.75074776,1529.36390828
w_2322.jpg,whale_85464,266.305995,325.173636,3072,2048,1541.77155,692.395587,w_2322.jpg,1766.22133599,851.461615155,1594.70388833,747.326021934
w_3007.jpg,whale_53580,487.0845,542.7513,3072,2048,1188.8838,1145.1456,w_3007.jpg,1355.80458624,1435.43768694,1449.73080758,1265.96211366
w_6357.jpg,whale_50021,426.065985274,505.953357513,3072,2048,1464.60182438,705.671788111,w_6357.jpg,1741.71884347,714.656031904,1770.30508475,902.508474576
w_4134.jpg,whale_79823,438.661945379,361.644962603,3072,2048,1404.72279455,741.707029783,w_4134.jpg,1676.37886341,859.629112662,1515.07078764,941.304087737
w_3935.jpg,whale_38681,569.16599184,557.30836701,3072,2048,1541.4912279,529.64057574,w_3935.jpg,1649.83449651,922.927218345,1807.05882353,706.488534397
w_9197.jpg,whale_54574,1113.07318468,1119.17221583,5184,3456,2695.77176783,597.705052596,w_9197.jpg,3611.05483549,882.089730808,3018.40079761,1057.81854437
w_4927.jpg,whale_44127,458.49482676,411.06432744,3072,2048,1126.47435885,604.73886633,w_4927.jpg,1312.92522433,661.567298106,1331.30209372,777.954137587
w_3527.jpg,whale_64006,620.54903277,739.12528107,3072,2048,1375.48448028,774.69815556,w_3527.jpg,1823.39381854,957.639082752,1474.2333001,843.294117647
w_7093.jpg,whale_73080,454.121802,616.70862,3072,2048,969.914466,793.311543,w_7093.jpg,1525.28015952,976.015952144,1292.50648056,912.717846461
w_6276.jpg,whale_61260,489.310154964,475.995592924,3072,2048,1204.9678646,1321.47028245,w_6276.jpg,1388.47457627,1723.34197408,1425.22831505,1449.73080758
w_3776.jpg,whale_08017,478.25753481,573.11853345,3072,2048,1442.67768765,537.54565896,w_3776.jpg,1778.47258225,637.064805583,1564.07577268,777.954137587
w_8299.jpg,whale_78280,1304.76050709,1422.09508507,5184,3456,1600.44364359,868.275877022,w_8299.jpg,2594.58424726,1106.05782652,2156.98504487,1371.37387836
w_1856.jpg,whale_17604,574.02761802,501.577530309,3072,2048,1226.07840742,691.062375092,w_1856.jpg,1355.80458624,1088.31904287,1553.8664008,812.666001994
w_6828.jpg,whale_48966,431.4177,506.9655,3072,2048,848.9187,998.0262,w_6828.jpg,908.634097707,1243.50149551,1120.9890329,1102.61216351
w_8918.jpg,whale_47734,361.1929064,436.73652081,3072,2048,1305.48808653,1338.53841783,w_8918.jpg,1374.18145563,1553.8664008,1631.45762712,1443.60518445
