,annotations,class,filename,jpg,height,width,x,y
20,"[{'class': 'Head', 'height': 357.3950650626547, 'type': 'rect', 'width': 538.3934241930976, 'x': 1377.4281906706601, 'y': 858.9752636698994}]",image,../imgs/whale_33152/w_4135.jpg,w_4135.jpg,357.3950650626547,538.3934241930976,1377.4281906706601,858.9752636698994
21,"[{'class': 'Head', 'height': 342.05622106854935, 'type': 'rect', 'width': 366.59837145911786, 'x': 694.8496329329722, 'y': 986.2876688209737}]",image,../imgs/whale_95091/w_7263.jpg,w_7263.jpg,342.05622106854935,366.59837145911786,694.8496329329722,986.2876688209737
22,"[{'class': 'Head', 'height': 444.82647582905497, 'type': 'rect', 'width': 346.65787426678094, 'x': 1494.0034050258607, 'y': 865.1108012675415}]",image,../imgs/whale_82602/w_2557.jpg,w_2557.jpg,444.82647582905497,346.65787426678094,1494.0034050258607,865.1108012675415
23,"[{'class': 'Head', 'height': 358.92894946206513, 'type': 'rect', 'width': 392.6744062490968, 'x': 1340.6149650848074, 'y': 687.1802109359195}]",image,../imgs/whale_38681/w_83.jpg,w_83.jpg,358.92894946206513,392.6744062490968,1340.6149650848074,687.1802109359195
24,"[{'class': 'Head', 'height': 282.23472949153836, 'type': 'rect', 'width': 277.6330762933069, 'x': 1033.8380852027003, 'y': 688.7140953353301}]",image,../imgs/whale_80405/w_6266.jpg,w_6266.jpg,282.23472949153836,277.6330762933069,1033.8380852027003,688.7140953353301
25,"[{'class': 'Head', 'height': 535.0456755704664, 'type': 'rect', 'width': 488.1118443800747, 'x': 1525.3495136877332, 'y': 952.7567731649534}]",image,../imgs/whale_79648/w_4758.jpg,w_4758.jpg,535.0456755704664,488.1118443800747,1525.3495136877332,952.7567731649534
26,"[{'class': 'Head', 'height': 375.80167785558115, 'type': 'rect', 'width': 338.9884522697282, 'x': 1288.462895504849, 'y': 1029.2364320044687}]",image,../imgs/whale_82554/w_7012.jpg,w_7012.jpg,375.80167785558115,338.9884522697282,1288.462895504849,1029.2364320044687
27,"[{'class': 'Head', 'height': 459.95154566583955, 'type': 'rect', 'width': 441.1780131896828, 'x': 1154.572247283638, 'y': 511.57875997527054}]",image,../imgs/whale_52505/w_661.jpg,w_661.jpg,459.95154566583955,441.1780131896828,1154.572247283638,511.57875997527054
28,"[{'class': 'Head', 'height': 709.0004286208127, 'type': 'rect', 'width': 679.0426640312007, 'x': 2283.447389830411, 'y': 991.9348719671464}]",image,../imgs/whale_97542/w_4845.jpg,w_4845.jpg,709.0004286208127,679.0426640312007,2283.447389830411,991.9348719671464
29,"[{'class': 'Head', 'height': 490.8430078113712, 'type': 'rect', 'width': 300.64134228446505, 'x': 1753.229868526241, 'y': 618.1554129624454}]",image,../imgs/whale_87155/w_6302.jpg,w_6302.jpg,490.8430078113712,300.64134228446505,1753.229868526241,618.1554129624454
30,"[{'class': 'Head', 'height': 624.2909505600876, 'type': 'rect', 'width': 926.4661772439629, 'x': 519.9868114001713, 'y': 1794.6447473103256}]",image,../imgs/whale_38288/w_5927.jpg,w_5927.jpg,624.2909505600876,926.4661772439629,519.9868114001713,1794.6447473103256
31,"[{'class': 'Head', 'height': 388.07275305086523, 'type': 'rect', 'width': 329.78514587326504, 'x': 869.7124544657731, 'y': 1194.8959471408066}]",image,../imgs/whale_60921/w_7963.jpg,w_7963.jpg,388.07275305086523,329.78514587326504,869.7124544657731,1194.8959471408066
32,"[{'class': 'Head', 'height': 509.28199802340066, 'type': 'rect', 'width': 475.99559292383196, 'x': 1258.2261127636957, 'y': 915.3761402381384}]",image,../imgs/whale_89541/w_8724.jpg,w_8724.jpg,509.28199802340066,475.99559292383196,1258.2261127636957,915.3761402381384
33,"[{'class': 'Head', 'height': 299.57764589611816, 'type': 'rect', 'width': 376.136377625126, 'x': 1394.7003736719273, 'y': 1724.235784157657}]",image,../imgs/whale_05349/w_1271.jpg,w_1271.jpg,299.57764589611816,376.136377625126,1394.7003736719273,1724.235784157657
34,"[{'class': 'Head', 'height': 349.50725354547103, 'type': 'rect', 'width': 309.5635674259886, 'x': 1577.775601719555, 'y': 1021.8926365567581}]",image,../imgs/whale_35594/w_6793.jpg,w_6793.jpg,349.50725354547103,309.5635674259886,1577.775601719555,1021.8926365567581
35,"[{'class': 'Head', 'height': 406.094142214738, 'type': 'rect', 'width': 329.5354104857297, 'x': 1408.0149357117548, 'y': 1291.5125178632643}]",image,../imgs/whale_85464/w_38.jpg,w_38.jpg,406.094142214738,329.5354104857297,1408.0149357117548,1291.5125178632643
36,"[{'class': 'Head', 'height': 408.01325024320226, 'type': 'rect', 'width': 656.5025229477089, 'x': 2026.2612916213163, 'y': 1515.4777866176082}]",image,../imgs/whale_29569/w_8826.jpg,w_8826.jpg,408.01325024320226,656.5025229477089,2026.2612916213163,1515.4777866176082
37,"[{'class': 'Head', 'height': 778.9018793299069, 'type': 'rect', 'width': 722.31499066064, 'x': 1504.545510500504, 'y': 1178.3387405247308}]",image,../imgs/whale_33140/w_7476.jpg,w_7476.jpg,778.9018793299069,722.31499066064,1504.545510500504,1178.3387405247308
38,"[{'class': 'Head', 'height': 579.1834487324949, 'type': 'rect', 'width': 549.225684142883, 'x': 1281.5265963333939, 'y': 845.4746895290442}]",image,../imgs/whale_86585/w_394.jpg,w_394.jpg,579.1834487324949,549.225684142883,1281.5265963333939,845.4746895290442
39,"[{'class': 'Head', 'height': 403.4115970449707, 'type': 'rect', 'width': 328.25126147385447, 'x': 837.5008820781519, 'y': 1050.7108135962162}]",image,../imgs/whale_73136/w_4083.jpg,w_4083.jpg,403.4115970449707,328.25126147385447,837.5008820781519,1050.7108135962162
40,"[{'class': 'Head', 'height': 502.6247170034869, 'type': 'rect', 'width': 449.366468844177, 'x': 1214.9537861342565, 'y': 995.2635124771032}]",image,../imgs/whale_98746/w_5495.jpg,w_5495.jpg,502.6247170034869,449.366468844177,1214.9537861342565,995.2635124771032
41,"[{'class': 'Head', 'height': 642.4276184216753, 'type': 'rect', 'width': 625.784415871891, 'x': 1108.4372898156366, 'y': 848.8033300390011}]",image,../imgs/whale_64634/w_1938.jpg,w_1938.jpg,642.4276184216753,625.784415871891,1108.4372898156366,848.8033300390011
42,"[{'class': 'Head', 'height': 495.96743598357324, 'type': 'rect', 'width': 479.324233433789, 'x': 1081.8081657359817, 'y': 466.00967139396136}]",image,../imgs/whale_64496/w_916.jpg,w_916.jpg,495.96743598357324,479.324233433789,1081.8081657359817,466.00967139396136
43,"[{'class': 'Head', 'height': 487.77523901255006, 'type': 'rect', 'width': 385.0049842520441, 'x': 1852.932354487926, 'y': 949.4744432351209}]",image,../imgs/whale_34656/w_354.jpg,w_354.jpg,487.77523901255006,385.0049842520441,1852.932354487926,949.4744432351209
44,"[{'class': 'Head', 'height': 1032.5442861886202, 'type': 'rect', 'width': 807.2618964747394, 'x': 2745.629124637922, 'y': 1985.3010593535744}]",image,../imgs/whale_53079/w_6521.jpg,w_6521.jpg,1032.5442861886202,807.2618964747394,2745.629124637922,1985.3010593535744
45,"[{'class': 'Head', 'height': 431.02151623436043, 'type': 'rect', 'width': 392.67440624909705, 'x': 2859.1605205012365, 'y': 1400.436456661818}]",image,../imgs/whale_59255/w_7520.jpg,w_7520.jpg,431.02151623436043,392.67440624909705,2859.1605205012365,1400.436456661818
46,"[{'class': 'Head', 'height': 338.9884522697281, 'type': 'rect', 'width': 515.3851582019397, 'x': 1607.5108505822404, 'y': 789.9504656964253}]",image,../imgs/whale_24679/w_486.jpg,w_486.jpg,338.9884522697281,515.3851582019397,1607.5108505822404,789.9504656964253
47,"[{'class': 'Head', 'height': 386.5388686514548, 'type': 'rect', 'width': 242.3537351068644, 'x': 1382.0298438688917, 'y': 1079.8546171850164}]",image,../imgs/whale_78280/w_6199.jpg,w_6199.jpg,386.5388686514548,242.3537351068644,1382.0298438688917,1079.8546171850164
48,"[{'class': 'Head', 'height': 734.7306273176462, 'type': 'rect', 'width': 414.1487878408443, 'x': 1242.4463635225331, 'y': 791.4843500958359}]",image,../imgs/whale_63948/w_8977.jpg,w_8977.jpg,734.7306273176462,414.1487878408443,1242.4463635225331,791.4843500958359
49,"[{'class': 'Head', 'height': 434.0892850331813, 'type': 'rect', 'width': 403.4115970449707, 'x': 757.7388933088041, 'y': 397.27605944732846}]",image,../imgs/whale_92153/w_5722.jpg,w_5722.jpg,434.0892850331813,403.4115970449707,757.7388933088041,397.27605944732846
50,"[{'class': 'Head', 'height': 521.5206957995817, 'type': 'rect', 'width': 503.1140830066554, 'x': 1536.9521682093557, 'y': 590.5454937730558}]",image,../imgs/whale_60729/w_1477.jpg,w_1477.jpg,521.5206957995817,503.1140830066554,1536.9521682093557,590.5454937730558
51,"[{'class': 'Head', 'height': 312.912417479749, 'type': 'rect', 'width': 544.5289617907397, 'x': 1564.5620873987455, 'y': 599.7488001695191}]",image,../imgs/whale_08923/w_3468.jpg,w_3468.jpg,312.912417479749,544.5289617907397,1564.5620873987455,599.7488001695191
52,"[{'class': 'Head', 'height': 348.1917586661914, 'type': 'rect', 'width': 542.9950773913292, 'x': 1148.8794151584905, 'y': 757.7388933088041}]",image,../imgs/whale_22059/w_5044.jpg,w_5044.jpg,348.1917586661914,542.9950773913292,1148.8794151584905,757.7388933088041
53,"[{'class': 'Head', 'height': 309.8446486809279, 'type': 'rect', 'width': 418.7504410390759, 'x': 1441.8513354459026, 'y': 806.8231940899412}]",image,../imgs/whale_00195/w_6326.jpg,w_6326.jpg,309.8446486809279,418.7504410390759,1441.8513354459026,806.8231940899412
54,"[{'class': 'Head', 'height': 466.30085742080246, 'type': 'rect', 'width': 527.656233397224, 'x': 504.6479674060659, 'y': 1066.0496575903217}]",image,../imgs/whale_48490/w_5503.jpg,w_5503.jpg,466.30085742080246,527.656233397224,504.6479674060659,1066.0496575903217
55,"[{'class': 'Head', 'height': 624.2199548322114, 'type': 'rect', 'width': 985.6104549982288, 'x': 2271.5974296149643, 'y': 1450.2553837831074}]",image,../imgs/whale_68789/w_6620.jpg,w_6620.jpg,624.2199548322114,985.6104549982288,2271.5974296149643,1450.2553837831074
56,"[{'class': 'Head', 'height': 500.04631420783426, 'type': 'rect', 'width': 314.4463018791598, 'x': 1447.9868730435446, 'y': 342.05622106854923}]",image,../imgs/whale_58362/w_5244.jpg,w_5244.jpg,500.04631420783426,314.4463018791598,1447.9868730435446,342.05622106854923
57,"[{'class': 'Head', 'height': 493.3668960000023, 'type': 'rect', 'width': 569.0538630000026, 'x': 1320.3170910000063, 'y': 316.7639730000015}]",image,../imgs/whale_84264/w_683.jpg,w_683.jpg,493.3668960000023,569.0538630000026,1320.3170910000063,316.7639730000015
58,"[{'class': 'Head', 'height': 468.1379070000021, 'type': 'rect', 'width': 583.0699680000025, 'x': 1025.9788860000049, 'y': 512.9894430000024}]",image,../imgs/whale_09181/w_5595.jpg,w_5595.jpg,468.1379070000021,583.0699680000025,1025.9788860000049,512.9894430000024
59,"[{'class': 'Head', 'height': 479.35079100000223, 'type': 'rect', 'width': 619.511841000003, 'x': 1303.497765000006, 'y': 633.527946000003}]",image,../imgs/whale_38543/w_1994.jpg,w_1994.jpg,479.35079100000223,619.511841000003,1303.497765000006,633.527946000003
60,"[{'class': 'Head', 'height': 612.4698538320638, 'type': 'rect', 'width': 545.8970436329264, 'x': 1604.4047257992102, 'y': 1687.6207385481318}]",image,../imgs/whale_78372/w_5320.jpg,w_5320.jpg,612.4698538320638,545.8970436329264,1604.4047257992102,1687.6207385481318
61,"[{'class': 'Head', 'height': 400.3438282461494, 'type': 'rect', 'width': 454.02978222551815, 'x': 1194.8959471408066, 'y': 892.7207204569312}]",image,../imgs/whale_28892/w_7950.jpg,w_7950.jpg,400.3438282461494,454.02978222551815,1194.8959471408066,892.7207204569312
62,"[{'class': 'Head', 'height': 648.2168240400028, 'type': 'rect', 'width': 964.4201528400044, 'x': 2082.98942847001, 'y': 1312.2438145200063}]",image,../imgs/whale_70138/w_6038.jpg,w_6038.jpg,648.2168240400028,964.4201528400044,2082.98942847001,1312.2438145200063
63,"[{'class': 'Head', 'height': 648.2168240400031, 'type': 'rect', 'width': 901.179487080004, 'x': 2644.2503370900126, 'y': 1944.6504721200092}]",image,../imgs/whale_46169/w_5520.jpg,w_5520.jpg,648.2168240400031,901.179487080004,2644.2503370900126,1944.6504721200092
64,"[{'class': 'Head', 'height': 636.359199210003, 'type': 'rect', 'width': 450.589743540002, 'x': 1434.7726044300068, 'y': 656.1219072600031}]",image,../imgs/whale_76398/w_2379.jpg,w_2379.jpg,636.359199210003,450.589743540002,1434.7726044300068,656.1219072600031
65,"[{'class': 'Head', 'height': 291.3251087633896, 'type': 'rect', 'width': 381.7363494140968, 'x': 1275.8030625155343, 'y': 807.004036919275}]",image,../imgs/whale_05784/w_97.jpg,w_97.jpg,291.3251087633896,381.7363494140968,1275.8030625155343,807.004036919275
66,"[{'class': 'Head', 'height': 754.9354475100037, 'type': 'rect', 'width': 628.4541159900032, 'x': 1996.0335130500098, 'y': 956.5150696200047}]",image,../imgs/whale_33152/w_91.jpg,w_91.jpg,754.9354475100037,628.4541159900032,1996.0335130500098,956.5150696200047
67,"[{'class': 'Head', 'height': 375.49145295000176, 'type': 'rect', 'width': 569.1659918400027, 'x': 675.8846153100034, 'y': 1015.803193770005}]",image,../imgs/whale_23821/w_6165.jpg,w_6165.jpg,375.49145295000176,569.1659918400027,675.8846153100034,1015.803193770005
68,"[{'class': 'Head', 'height': 337.9770000000016, 'type': 'rect', 'width': 288.27450000000135, 'x': 1047.7287000000051, 'y': 258.4530000000013}]",image,../imgs/whale_05661/w_3327.jpg,w_3327.jpg,337.9770000000016,288.27450000000135,1047.7287000000051,258.4530000000013
69,"[{'class': 'Head', 'height': 515.3851582019397, 'type': 'rect', 'width': 631.9603725571403, 'x': 1084.456270383248, 'y': 1079.8546171850164}]",image,../imgs/whale_33152/w_7405.jpg,w_7405.jpg,515.3851582019397,631.9603725571403,1084.456270383248,1079.8546171850164
70,"[{'class': 'Head', 'height': 415.6826722402549, 'type': 'rect', 'width': 365.0644870597073, 'x': 1136.6083399632062, 'y': 720.9256677229513}]",image,../imgs/whale_04397/w_7621.jpg,w_7621.jpg,415.6826722402549,365.0644870597073,1136.6083399632062,720.9256677229513
71,"[{'class': 'Head', 'height': 395.74217504791795, 'type': 'rect', 'width': 467.83474182021314, 'x': 1243.9802479219436, 'y': 1027.7025476050583}]",image,../imgs/whale_67685/w_3979.jpg,w_3979.jpg,395.74217504791795,467.83474182021314,1243.9802479219436,1027.7025476050583
72,"[{'class': 'Head', 'height': 529.1901177966346, 'type': 'rect', 'width': 470.90251061903416, 'x': 966.3471716286368, 'y': 880.4496452616469}]",image,../imgs/whale_49877/w_5862.jpg,w_5862.jpg,529.1901177966346,470.90251061903416,966.3471716286368,880.4496452616469
73,"[{'class': 'Head', 'height': 210.73860000000104, 'type': 'rect', 'width': 335.98890000000165, 'x': 1407.574800000007, 'y': 1153.0980000000056}]",image,../imgs/whale_82089/w_5748.jpg,w_5748.jpg,210.73860000000104,335.98890000000165,1407.574800000007,1153.0980000000056
74,"[{'class': 'Head', 'height': 470.35245159000215, 'type': 'rect', 'width': 664.0269904800032, 'x': 1581.0166440000078, 'y': 2383.382590830012}]",image,../imgs/whale_19041/w_6336.jpg,w_6336.jpg,470.35245159000215,664.0269904800032,1581.0166440000078,2383.382590830012
75,"[{'class': 'Head', 'height': 790.508322000004, 'type': 'rect', 'width': 675.8846153100035, 'x': 2237.138551260011, 'y': 1588.9217272200078}]",image,../imgs/whale_95370/w_7525.jpg,w_7525.jpg,790.508322000004,675.8846153100035,2237.138551260011,1588.9217272200078
76,"[{'class': 'Head', 'height': 377.71807205184314, 'type': 'rect', 'width': 509.9193972699884, 'x': 1152.0401197581216, 'y': 1095.3824089503453}]",image,../imgs/whale_66205/w_9145.jpg,w_9145.jpg,377.71807205184314,509.9193972699884,1152.0401197581216,1095.3824089503453
77,"[{'class': 'Head', 'height': 420.8331492765956, 'type': 'rect', 'width': 521.4671632340423, 'x': 1131.370278127659, 'y': 859.9633919999997}]",image,../imgs/whale_64496/w_5267.jpg,w_5267.jpg,420.8331492765956,521.4671632340423,1131.370278127659,859.9633919999997
78,"[{'class': 'Head', 'height': 515.368132085106, 'type': 'rect', 'width': 655.645848510638, 'x': 1262.4994478297867, 'y': 924.0032190638294}]",image,../imgs/whale_52749/w_5703.jpg,w_5703.jpg,515.368132085106,655.645848510638,1262.4994478297867,924.0032190638294
79,"[{'class': 'Head', 'height': 342.30700279698283, 'type': 'rect', 'width': 410.7684033563794, 'x': 1584.0551646674173, 'y': 769.6005718056305}]",image,../imgs/whale_33961/w_1045.jpg,w_1045.jpg,342.30700279698283,410.7684033563794,1584.0551646674173,769.6005718056305
80,"[{'class': 'Head', 'height': 518.4176476595743, 'type': 'rect', 'width': 728.834222297872, 'x': 1286.8955724255313, 'y': 414.73411812765937}]",image,../imgs/whale_53889/w_4700.jpg,w_4700.jpg,518.4176476595743,728.834222297872,1286.8955724255313,414.73411812765937
81,"[{'class': 'Head', 'height': 512.3186165106381, 'type': 'rect', 'width': 448.27878944680833, 'x': 1573.5500364255313, 'y': 960.5974059574464}]",image,../imgs/whale_94546/w_4177.jpg,w_4177.jpg,512.3186165106381,448.27878944680833,1573.5500364255313,960.5974059574464
82,"[{'class': 'Head', 'height': 309.25667149244646, 'type': 'rect', 'width': 365.914382300223, 'x': 1338.5384178337192, 'y': 805.0116410604908}]",image,../imgs/whale_87155/w_6864.jpg,w_6864.jpg,309.25667149244646,365.914382300223,1338.5384178337192,805.0116410604908
83,"[{'class': 'Head', 'height': 467.42611416415593, 'type': 'rect', 'width': 347.0284786976308, 'x': 1461.2967912505683, 'y': 1126.0720023045574}]",image,../imgs/whale_38681/w_3502.jpg,w_3502.jpg,467.42611416415593,347.0284786976308,1461.2967912505683,1126.0720023045574
84,"[{'class': 'Head', 'height': 375.3573341015191, 'type': 'rect', 'width': 380.0788100021671, 'x': 1090.6609330496972, 'y': 814.4545928617869}]",image,../imgs/whale_73684/w_9074.jpg,w_9074.jpg,375.3573341015191,380.0788100021671,1090.6609330496972,814.4545928617869
85,"[{'class': 'Head', 'height': 890.4585477446806, 'type': 'rect', 'width': 734.9332534468081, 'x': 2497.5532554893607, 'y': 1222.8557453617016}]",image,../imgs/whale_89615/w_3853.jpg,w_3853.jpg,890.4585477446806,734.9332534468081,2497.5532554893607,1222.8557453617016
86,"[{'class': 'Head', 'height': 665.7281019913735, 'type': 'rect', 'width': 620.8740809352175, 'x': 1562.808523114501, 'y': 915.9663247257197}]",image,../imgs/whale_30331/w_6404.jpg,w_6404.jpg,665.7281019913735,620.8740809352175,1562.808523114501,915.9663247257197
87,"[{'class': 'Head', 'height': 479.2298039157761, 'type': 'rect', 'width': 495.7549695680441, 'x': 1135.5149541058536, 'y': 797.9294272095187}]",image,../imgs/whale_68116/w_446.jpg,w_446.jpg,479.2298039157761,495.7549695680441,1135.5149541058536,797.9294272095187
88,"[{'class': 'Head', 'height': 552.4126803758207, 'type': 'rect', 'width': 365.914382300223, 'x': 1194.533402863954, 'y': 635.0385086371613}]",image,../imgs/whale_90271/w_5739.jpg,w_5739.jpg,552.4126803758207,365.914382300223,1194.533402863954,635.0385086371613
89,"[{'class': 'Head', 'height': 370.6358582008711, 'type': 'rect', 'width': 457.98316236285973, 'x': 1513.2330261576967, 'y': 517.0016111209603}]",image,../imgs/whale_11076/w_6346.jpg,w_6346.jpg,370.6358582008711,457.98316236285973,1513.2330261576967,517.0016111209603
90,"[{'class': 'Head', 'height': 727.2676562400036, 'type': 'rect', 'width': 1051.376068260005, 'x': 1695.6403506900083, 'y': 1324.1014393500066}]",image,../imgs/whale_14892/w_3925.jpg,w_3925.jpg,727.2676562400036,1051.376068260005,1695.6403506900083,1324.1014393500066
91,"[{'class': 'Head', 'height': 886.1203035459043, 'type': 'rect', 'width': 752.3662954635038, 'x': 2468.876065854312, 'y': 2513.4607352151124}]",image,../imgs/whale_75413/w_5881.jpg,w_5881.jpg,886.1203035459043,752.3662954635038,2468.876065854312,2513.4607352151124
92,"[{'class': 'Head', 'height': 751.2632280000034, 'type': 'rect', 'width': 720.4277970000035, 'x': 2094.00608700001, 'y': 1160.5334940000057}]",image,../imgs/whale_81915/w_5471.jpg,w_5471.jpg,751.2632280000034,720.4277970000035,2094.00608700001,1160.5334940000057
93,"[{'class': 'Head', 'height': 695.1988080000035, 'type': 'rect', 'width': 874.6049520000042, 'x': 2018.3191200000097, 'y': 1457.674920000007}]",image,../imgs/whale_25659/w_563.jpg,w_563.jpg,695.1988080000035,874.6049520000042,2018.3191200000097,1457.674920000007
94,"[{'class': 'Head', 'height': 622.3150620000031, 'type': 'rect', 'width': 588.6764100000028, 'x': 2388.3442920000116, 'y': 1508.1328980000073}]",image,../imgs/whale_80124/w_3382.jpg,w_3382.jpg,622.3150620000031,588.6764100000028,2388.3442920000116,1508.1328980000073
95,"[{'class': 'Head', 'height': 412.07348700000216, 'type': 'rect', 'width': 641.937609000003, 'x': 1253.039787000006, 'y': 1031.585328000005}]",image,../imgs/whale_11099/w_2450.jpg,w_2450.jpg,412.07348700000216,641.937609000003,1253.039787000006,1031.585328000005
96,"[{'class': 'Head', 'height': 451.3283050212765, 'type': 'rect', 'width': 561.1108657021273, 'x': 1463.7674757446803, 'y': 1250.3013855319143}]",image,../imgs/whale_17601/w_5522.jpg,w_5522.jpg,451.3283050212765,561.1108657021273,1463.7674757446803,1250.3013855319143
97,"[{'class': 'Head', 'height': 412.07348700000193, 'type': 'rect', 'width': 549.4313160000027, 'x': 1813.6839870000088, 'y': 784.9018800000038}]",image,../imgs/whale_66711/w_5571.jpg,w_5571.jpg,412.07348700000193,549.4313160000027,1813.6839870000088,784.9018800000038
98,"[{'class': 'Head', 'height': 856.9138764255315, 'type': 'rect', 'width': 652.59633293617, 'x': 1607.0947077446801, 'y': 2027.9278570212757}]",image,../imgs/whale_29172/w_4489.jpg,w_4489.jpg,856.9138764255315,652.59633293617,1607.0947077446801,2027.9278570212757
